"aa","Freq"
"1561","끌리",5
"1562","ㄴ다며",5
"1563","ㄴ대도",5
"1564","나아지",5
"1565","남김없이",5
"1566","내버리",5
"1567","노력하",5
"1568","놓아주",5
"1569","누르",5
"1570","눈길",5
"1571","눈꽃",5
"1572","능력",5
"1573","단둘",5
"1574","단어",5
"1575","당연",5
"1576","더니",5
"1577","덕분",5
"1578","던가",5
"1579","두려움",5
"1580","둘러보",5
"1581","드라이브하",5
"1582","들키",5
"1583","들판",5
"1584","따사",5
"1585","떨구",5
"1586","라디오",5
"1587","랍니다",5
"1588","막지",5
"1589","맞닿",5
"1590","맡기",5
"1591","매달리",5
"1592","멍들",5
"1593","멍하",5
"1594","멜로",5
"1595","모자라",5
"1596","몸매",5
"1597","미루",5
"1598","ㅂ시다",5
"1599","반복되",5
"1600","반쪽",5
"1601","발끝",5
"1602","발목",5
"1603","밸런스",5
"1604","버릇",5
"1605","별것",5
"1606","부시",5
"1607","불꽃",5
"1608","비슷",5
"1609","비키니",5
"1610","빙고",5
"1611","빨갛",5
"1612","상자",5
"1613","새들",5
"1614","서운",5
"1615","서울",5
"1616","서툴",5
"1617","선물하",5
"1618","소녀",5
"1619","소식",5
"1620","속의",5
"1621","수평선",5
"1622","숙녀",5
"1623","순수하",5
"1624","슬퍼지",5
"1625","습관",5
"1626","실수하",5
"1627","쓰이",5
"1628","아빠",5
"1629","아야야",5
"1630","애쓰",5
"1631","애인",5
"1632","에라",5
"1633","에어플레인",5
"1634","여서",5
"1635","오기",5
"1636","오래전",5
"1637","옥상",5
"1638","우연이",5
"1639","움츠리",5
"1640","유일하",5
"1641","으시",5
"1642","이렇",5
"1643","이른",5
"1644","이세",5
"1645","일인",5
"1646","자라",5
"1647","자랑",5
"1648","자연",5
"1649","재미있",5
"1650","저물",5
"1651","저절로",5
"1652","전화하",5
"1653","정하",5
"1654","제길",5
"1655","제대",5
"1656","제법",5
"1657","조급",5
"1658","조명",5
"1659","주저앉",5
"1660","줄어들",5
"1661","지우개",5
"1662","진담",5
"1663","진주",5
"1664","창밖",5
"1665","촛불",5
"1666","출check",5
"1667","침묵",5
"1668","컴백",5
"1669","탈출하",5
"1670","태연하",5
"1671","통화",5
"1672","틀리",5
"1673","파랗",5
"1674","파티",5
"1675","평소",5
"1676","하나하나",5
"1677","한강",5
"1678","한동안",5
"1679","한때",5
"1680","한바탕",5
"1681","행동",5
"1682","허나",5
"1683","허락하",5
"1684","혀끝",5
"1685","화내",5
"1686","화려",5
"1687","확실히",5
"1688","확인",5
"1689","활짝",5
"1690","후끈",5
"1691","후에",5
"1692","흠뻑",5
"1693","흩날리",5
"1694","힘껏",5
"1695","21",4
"1696","Again",4
"1697","alive",4
"1698","Are",4
"1699","ARE",4
"1700","Babe",4
"1701","bar",4
"1702","Barista",4
"1703","bird",4
"1704","BOO",4
"1705","Break",4
"1706","chase",4
"1707","chocolate",4
"1708","Dadada",4
"1709","DAY",4
"1710","Doubt",4
"1711","easy",4
"1712","Energy",4
"1713","fall",4
"1714","favorite",4
"1715","Find",4
"1716","Fly",4
"1717","Forever",4
"1718","From",4
"1719","goes",4
"1720","hu",4
"1721","huh",4
"1722","Island",4
"1723","June",4
"1724","keep",4
"1725","Keep",4
"1726","KEEP",4
"1727","Kiss",4
"1728","live",4
"1729","longer",4
"1730","loving",4
"1731","month",4
"1732","Nothing",4
"1733","October",4
"1734","once",4
"1735","ONE",4
"1736","Ooh",4
"1737","papercut",4
"1738","Pick",4
"1739","rain",4
"1740","ready",4
"1741","RED",4
"1742","ring",4
"1743","Romantic",4
"1744","seeing",4
"1745","sexy",4
"1746","Shawty",4
"1747","shimmy",4
"1748","singing",4
"1749","Smile",4
"1750","stars",4
"1751","stay",4
"1752","step",4
"1753","subtle",4
"1754","tasty",4
"1755","tide",4
"1756","till",4
"1757","trouble",4
"1758","TV",4
"1759","ve",4
"1760","very",4
"1761","voice",4
"1762","Wake",4
"1763","wave",4
"1764","where",4
"1765","Will",4
"1766","worried",4
"1767","yes",4
"1768","가만",4
"1769","가쁘",4
"1770","가사",4
"1771","가운데",4
"1772","간섭",4
"1773","간절히",4
"1774","감기",4
"1775","감사히",4
"1776","강아지",4
"1777","거대하",4
"1778","거라",4
"1779","거세",4
"1780","거짓말하",4
"1781","겨울밤",4
"1782","계단",4
"1783","계시",4
"1784","고단",4
"1785","고등어",4
"1786","고르",4
"1787","고슴도치",4
"1788","곱씹",4
"1789","공평하",4
"1790","과정",4
"1791","구기",4
"1792","굽이",4
"1793","그러면",4
"1794","그렇지만",4
"1795","그마",4
"1796","그토록",4
"1797","글씨",4
"1798","급하",4
"1799","기도",4
"1800","기억도",4
"1801","기적",4
"1802","기타",4
"1803","길지",4
"1804","꺾이",4
"1805","꽃향기",4
"1806","꿈같",4
"1807","나빠",4
"1808","나쁘",4
"1809","낙원",4
"1810","내려앉",4
"1811","내사",4
"1812","노래하",4
"1813","노을",4
"1814","녹아들",4
"1815","놀리",4
"1816","놓이",4
"1817","누리",4
"1818","눈감",4
"1819","느냐고",4
"1820","느리",4
"1821","는걸요",4
"1822","다오",4
"1823","다짐",4
"1824","단꿈",4
"1825","단지",4
"1826","달라지",4
"1827","당당",4
"1828","도로",4
"1829","되게",4
"1830","되뇌",4
"1831","두루",4
"1832","둠둠",4
"1833","둥글",4
"1834","뒤척이",4
"1835","뒹굴",4
"1836","드디어",4
"1837","들려",4
"1838","들려주",4
"1839","디여",4
"1840","따끔",4
"1841","따로",4
"1842","따르릉",4
"1843","떠올리",4
"1844","ㄹ테니",4
"1845","라라라라",4
"1846","레몬",4
"1847","룰루랄라",4
"1848","마마",4
"1849","마이",4
"1850","만만",4
"1851","만족",4
"1852","망가지",4
"1853","먹구름",4
"1854","멋있",4
"1855","메마르",4
"1856","메시지",4
"1857","메어",4
"1858","모질",4
"1859","모짜르트",4
"1860","못생기",4
"1861","무심하",4
"1862","물어보",4
"1863","미안",4
"1864","바닷물",4
"1865","바닷바람",4
"1866","반갑",4
"1867","반복하",4
"1868","발견하",4
"1869","밤새우",4
"1870","방금",4
"1871","배터리",4
"1872","백번",4
"1873","버겁",4
"1874","별처",4
"1875","보여주",4
"1876","보편",4
"1877","봄날",4
"1878","불쑥",4
"1879","비하",4
"1880","빌딩",4
"1881","빌리",4
"1882","사각",4
"1883","사랑인가",4
"1884","삭일",4
"1885","산꼭대기",4
"1886","산책",4
"1887","살랑살랑",4
"1888","살아나",4
"1889","상큼",4
"1890","색깔",4
"1891","색다르",4
"1892","생겨나",4
"1893","생활",4
"1894","서럽",4
"1895","서성이",4
"1896","섞어",4
"1897","선명하",4
"1898","설렘주의",4
"1899","설탕",4
"1900","성질",4
"1901","소용",4
"1902","소주",4
"1903","손짓",4
"1904","손톱",4
"1905","수십",4
"1906","수없이",4
"1907","순애보",4
"1908","숨차",4
"1909","쉬어",4
"1910","스트립",4
"1911","스푼",4
"1912","슬피",4
"1913","시끄럽",4
"1914","시다",4
"1915","시들",4
"1916","식사",4
"1917","신도림역",4
"1918","실수",4
"1919","쓰다듬",4
"1920","쓸데없",4
"1921","아까",4
"1922","아깝",4
"1923","아낌없이",4
"1924","아련",4
"1925","아메리카",4
"1926","아물",4
"1927","아버지",4
"1928","아찔",4
"1929","안개",4
"1930","알리",4
"1931","앙금",4
"1932","애기",4
"1933","어기",4
"1934","어느덧",4
"1935","어루만지",4
"1936","어리석",4
"1937","어린아이",4
"1938","어설프",4
"1939","어질",4
"1940","억지로",4
"1941","얼어붙",4
"1942","에에",4
"1943","여전",4
"1944","오래도록",4
"1945","온도",4
"1946","왈칵",4
"1947","우울",4
"1948","우정",4
"1949","우주",4
"1950","우체국",4
"1951","원래",4
"1952","원망하",4
"1953","유치하",4
"1954","유혹하",4
"1955","융단",4
"1956","으리오",4
"1957","이끌",4
"1958","이루어지",4
"1959","이왕이면",4
"1960","이토록",4
"1961","이틀",4
"1962","인마",4
"1963","인정하",4
"1964","일기장",4
"1965","일생",4
"1966","일어서",4
"1967","일지",4
"1968","일찍",4
"1969","자동차",4
"1970","작아지",4
"1971","적당히",4
"1972","전쟁",4
"1973","전해",4
"1974","절대로",4
"1975","젊음이",4
"1976","점프",4
"1977","정신없이",4
"1978","정원",4
"1979","주머니",4
"1980","주인",4
"1981","중력",4
"1982","지겨워",4
"1983","질투",4
"1984","짓누르",4
"1985","쫄깃쫄깃",4
"1986","찌들",4
"1987","차오르",4
"1988","착각",4
"1989","찰나",4
"1990","참치",4
"1991","채워지",4
"1992","캔디",4
"1993","커튼",4
"1994","컴온",4
"1995","코너",4
"1996","쿨하",4
"1997","쿵쿵대",4
"1998","쿵쿵쿵",4
"1999","택하",4
"2000","특별",4
"2001","편안",4
"2002","포근",4
"2003","포기",4
"2004","퐁당",4
"2005","푸르르",4
"2006","프랜드",4
"2007","피곤하",4
"2008","피아노",4
"2009","핑핑",4
"2010","하긴",4
"2011","하모니카",4
"2012","하염없이",4
"2013","하필",4
"2014","학교",4
"2015","한눈",4
"2016","한발",4
"2017","한순간",4
"2018","한테",4
"2019","함성",4
"2020","해맑",4
"2021","행운",4
"2022","허전",4
"2023","허탈하",4
"2024","헤엄치",4
"2025","협주곡",4
"2026","홀딱",4
"2027","홈런",4
"2028","환상",4
"2029","회색",4
"2030","후식",4
"2031","후회되",4
"2032","훔치",4
"2033","휴전",4
"2034","흐트러지",4
"2035","aha",3
"2036","ALRIGHT",3
"2037","Always",3
"2038","Anyway",3
"2039","anywhere",3
"2040","AOA",3
"2041","Bad",3
"2042","Beach",3
"2043","bell",3
"2044","Bloom",3
"2045","blue",3
"2046","breeze",3
"2047","Bring",3
"2048","catch",3
"2049","cause",3
"2050","cool",3
"2051","cuz",3
"2052","die",3
"2053","down",3
"2054","dreams",3
"2055","drop",3
"2056","embrace",3
"2057","end",3
"2058","ever",3
"2059","feels",3
"2060","Finito",3
"2061","Flash",3
"2062","Follow",3
"2063","from",3
"2064","fun",3
"2065","Get",3
"2066","gon",3
"2067","Got",3
"2068","gravity",3
"2069","high",3
"2070","Higher",3
"2071","Hit",3
"2072","holiday",3
"2073","home",3
"2074","its",3
"2075","Know",3
"2076","laby",3
"2077","line",3
"2078","look",3
"2079","lovely",3
"2080","Man",3
"2081","meant",3
"2082","melt",3
"2083","miracle",3
"2084","must",3
"2085","Name",3
"2086","nothing",3
"2087","Out",3
"2088","pushing",3
"2089","Radio",3
"2090","Riverside",3
"2091","Secret",3
"2092","Shining",3
"2093","sing",3
"2094","SISTAR",3
"2095","slow",3
"2096","Slowly",3
"2097","SMTOWN",3
"2098","somebody",3
"2099","special",3
"2100","Sunny",3
"2101","Sweet",3
"2102","Then",3
"2103","true",3
"2104","turn",3
"2105","Umm",3
"2106","us",3
"2107","vibe",3
"2108","Want",3
"2109","was",3
"2110","wax",3
"2111","Where",3
"2112","wind",3
"2113","window",3
"2114","wine",3
"2115","yourself",3
"2116","가까워",3
"2117","가라앉",3
"2118","가로등",3
"2119","가치",3
"2120","간지럽",3
"2121","갈라놓",3
"2122","감동",3
"2123","감미롭",3
"2124","갑갑",3
"2125","강하",3
"2126","거니",3
"2127","거든요",3
"2128","거봐",3
"2129","걷기",3
"2130","결정",3
"2131","고귀",3
"2132","고기",3
"2133","고뇌",3
"2134","고요",3
"2135","고요하",3
"2136","고픈",3
"2137","곤란하",3
"2138","골목길",3
"2139","공허",3
"2140","관리",3
"2141","광선",3
"2142","광안리",3
"2143","괴로움",3
"2144","구경하",3
"2145","구두",3
"2146","구슬",3
"2147","굴레",3
"2148","굴지",3
"2149","그러니까",3
"2150","그렇지",3
"2151","그새",3
"2152","그을리",3
"2153","그제서야",3
"2154","글자",3
"2155","기운",3
"2156","기울이",3
"2157","긴긴밤",3
"2158","긴장하",3
"2159","길가",3
"2160","까마득",3
"2161","까먹",3
"2162","꼬옥",3
"2163","꽃피우",3
"2164","꿈틀대",3
"2165","끌어안",3
"2166","ㄴ거야",3
"2167","ㄴ대",3
"2168","나날",3
"2169","나타나",3
"2170","나풀거리",3
"2171","낙엽",3
"2172","날라리",3
"2173","날치",3
"2174","내기",3
"2175","내려지",3
"2176","내리쬐",3
"2177","냐며",3
"2178","넘어오",3
"2179","높히",3
"2180","놓아두",3
"2181","누비",3
"2182","눈시울",3
"2183","는대도",3
"2184","다다르",3
"2185","다독이",3
"2186","다운",3
"2187","단단",3
"2188","단맛",3
"2189","달려오",3
"2190","달아오르",3
"2191","담배",3
"2192","답장",3
"2193","당장",3
"2194","당황하",3
"2195","더라면",3
"2196","더욱더",3
"2197","더위",3
"2198","더하",3
"2199","데려가",3
"2200","데우",3
"2201","데이트",3
"2202","도망",3
"2203","도무지",3
"2204","돗자리",3
"2205","동그랗",3
"2206","동네",3
"2207","동백섬",3
"2208","되돌아오",3
"2209","되잖",3
"2210","둘러쌓이",3
"2211","뒤섞이",3
"2212","뒤지",3
"2213","뒤집",3
"2214","뒤척",3
"2215","뒷면",3
"2216","드리우",3
"2217","든든",3
"2218","등지",3
"2219","딱이",3
"2220","딱히",3
"2221","떠나보내",3
"2222","똑같이",3
"2223","뚝뚝",3
"2224","뜬금없",3
"2225","라는데",3
"2226","라던",3
"2227","라하",3
"2228","려는",3
"2229","려던",3
"2230","려면",3
"2231","로마",3
"2232","롤리팝",3
"2233","마른",3
"2234","마음껏",3
"2235","막막",3
"2236","말씀",3
"2237","말하기",3
"2238","망치",3
"2239","매년",3
"2240","맹세하",3
"2241","맺히",3
"2242","머리맡",3
"2243","머무",3
"2244","멍청",3
"2245","모금",3
"2246","모락모락",3
"2247","몰아치",3
"2248","무더위",3
"2249","무색",3
"2250","무시하",3
"2251","문신",3
"2252","문틈",3
"2253","물러서",3
"2254","미어지",3
"2255","미처",3
"2256","밀고",3
"2257","바늘",3
"2258","바삐",3
"2259","바지",3
"2260","반지",3
"2261","발버둥",3
"2262","밝히",3
"2263","방아",3
"2264","방향",3
"2265","배려하",3
"2266","번개",3
"2267","벌리",3
"2268","벗어던지",3
"2269","별로",3
"2270","별일",3
"2271","보채",3
"2272","본능",3
"2273","볼륨",3
"2274","봄노래",3
"2275","봄빛",3
"2276","부리",3
"2277","부비",3
"2278","부수",3
"2279","부집",3
"2280","부풀",3
"2281","비겁",3
"2282","비도",3
"2283","비참하",3
"2284","비틀대",3
"2285","빈집",3
"2286","빛깔",3
"2287","빼앗기",3
"2288","뻔뻔",3
"2289","사로잡",3
"2290","사막",3
"2291","사준",3
"2292","사탕",3
"2293","삭발",3
"2294","산더미",3
"2295","살랑거리",3
"2296","살랑대",3
"2297","살아오",3
"2298","살포시",3
"2299","상속",3
"2300","새장",3
"2301","새침",3
"2302","색연필",3
"2303","서고",3
"2304","서글프",3
"2305","서부터",3
"2306","선글래스",3
"2307","선보",3
"2308","설치",3
"2309","설혹",3
"2310","세요",3
"2311","소박",3
"2312","소소",3
"2313","송이",3
"2314","수없",3
"2315","숙이",3
"2316","술집",3
"2317","스트레스",3
"2318","습니다",3
"2319","신고",3
"2320","신문",3
"2321","신혼부부",3
"2322","실패",3
"2323","싸우",3
"2324","아련히",3
"2325","아로",3
"2326","아이고",3
"2327","아저씨",3
"2328","안절부절",3
"2329","알아주",3
"2330","앞서",3
"2331","애교",3
"2332","어김없이",3
"2333","어데",3
"2334","어떠",3
"2335","어떻든",3
"2336","어리숙하",3
"2337","어쩐지",3
"2338","얼얼",3
"2339","엄지",3
"2340","엇갈리",3
"2341","에다",3
"2342","여야",3
"2343","여인",3
"2344","연가",3
"2345","연기하",3
"2346","연락하",3
"2347","연습",3
"2348","연습하",3
"2349","열두",3
"2350","열리",3
"2351","열매",3
"2352","예감하",3
"2353","오늘만큼free",3
"2354","오해",3
"2355","오해하",3
"2356","오후",3
"2357","올해",3
"2358","와락",3
"2359","와인",3
"2360","와일드",3
"2361","외우",3
"2362","용서",3
"2363","울긋불긋",3
"2364","원망",3
"2365","원피스",3
"2366","유리잔",3
"2367","으려고",3
"2368","으하하하",3
"2369","은거",3
"2370","은근슬쩍",3
"2371","은은",3
"2372","을께",3
"2373","음성",3
"2374","의자",3
"2375","이런저런",3
"2376","이리저리",3
"2377","인형",3
"2378","일하",3
"2379","자던",3
"2380","자체",3
"2381","작고",3
"2382","작정",3
"2383","잔잔히",3
"2384","잘생기",3
"2385","잡히",3
"2386","적시",3
"2387","적히",3
"2388","절실",3
"2389","정확히",3
"2390","제주",3
"2391","조깅",3
"2392","조르",3
"2393","조용",3
"2394","조절",3
"2395","좀처럼",3
"2396","주먹",3
"2397","주변",3
"2398","주제",3
"2399","주체하",3
"2400","죽지",3
"2401","지나오",3
"2402","지네",3
"2403","지새",3
"2404","지운",3
"2405","진실",3
"2406","진실하",3
"2407","질투하",3
"2408","집착",3
"2409","짜증",3
"2410","찌르",3
"2411","찌푸리",3
"2412","찾아내",3
"2413","책상",3
"2414","책임지",3
"2415","처량",3
"2416","천만",3
"2417","축복",3
"2418","축제",3
"2419","카우",3
"2420","캘리포니아",3
"2421","콧노래",3
"2422","타들",3
"2423","타오르",3
"2424","태엽",3
"2425","태평양",3
"2426","텁텁",3
"2427","테킬라",3
"2428","토라",3
"2429","토라지",3
"2430","투덜투덜",3
"2431","투성이",3
"2432","틈새",3
"2433","티격태격",3
"2434","파탈",3
"2435","포근히",3
"2436","풍선",3
"2437","피지",3
"2438","하나쯤",3
"2439","하루살이",3
"2440","하룻밤",3
"2441","한사람",3
"2442","한치",3
"2443","한평생",3
"2444","핫하",3
"2445","해답",3
"2446","해운대",3
"2447","해지기",3
"2448","허락되",3
"2449","헛되",3
"2450","헤메",3
"2451","화창",3
"2452","확인하",3
"2453","활동",3
"2454","휘청거리",3
"2455","휘청이",3
"2456","휩쓸",3
"2457","휴일",3
"2458","흑백",3
"2459","힌트",3
"2460","....",2
"2461","2003",2
"2462","365",2
"2463","AA",2
"2464","ABOUT",2
"2465","As",2
"2466","Ay",2
"2467","bae",2
"2468","beat",2
"2469","bebe",2
"2470","been",2
"2471","before",2
"2472","bet",2
"2473","big",2
"2474","black",2
"2475","blakah",2
"2476","boogie",2
"2477","BOY",2
"2478","brave",2
"2479","break",2
"2480","bright",2
"2481","Brown",2
"2482","bubble",2
"2483","bwa",2
"2484","By",2
"2485","Call",2
"2486","care",2
"2487","Carrie",2
"2488","Check",2
"2489","close",2
"2490","Cuz",2
"2491","da",2
"2492","Darling",2
"2493","daylight",2
"2494","dear",2
"2495","did",2
"2496","Diving",2
"2497","done",2
"2498","Drum",2
"2499","Dum",2
"2500","DVD",2
"2501","Eh",2
"2502","everyday",2
"2503","fallin",2
"2504","Fantasy",2
"2505","fell",2
"2506","fi",2
"2507","flower",2
"2508","flying",2
"2509","follow",2
"2510","forgot",2
"2511","gimme",2
"2512","god",2
"2513","going",2
"2514","gone",2
"2515","Goodbye",2
"2516","grab",2
"2517","gyal",2
"2518","hand",2
"2519","Hazy",2
"2520","he",2
"2521","Help",2
"2522","hold",2
"2523","Hoo",2
"2524","hottest",2
"2525","how",2
"2526","Hurry",2
"2527","im",2
"2528","kick",2
"2529","KISS",2
"2530","LA",2
"2531","late",2
"2532","later",2
"2533","lay",2
"2534","liar",2
"2535","lies",2
"2536","Like",2
"2537","Listen",2
"2538","living",2
"2539","London",2
"2540","Look",2
"2541","looks",2
"2542","Louder",2
"2543","Ma",2
"2544","mack",2
"2545","Made",2
"2546","main",2
"2547","many",2
"2548","Maybe",2
"2549","mean",2
"2550","memories",2
"2551","Moon",2
"2552","more",2
"2553","nice",2
"2554","Night",2
"2555","NIGHT",2
"2556","ok",2
"2557","OK",2
"2558","On",2
"2559","Our",2
"2560","pain",2
"2561","Paris",2
"2562","PARTY",2
"2563","pool",2
"2564","RAH",2
"2565","Rainy",2
"2566","read",2
"2567","realize",2
"2568","Reggae",2
"2569","Remember",2
"2570","Ring",2
"2571","rocking",2
"2572","Run",2
"2573","sailing",2
"2574","See",2
"2575","Shh",2
"2576","show",2
"2577","side",2
"2578","silly",2
"2579","sky",2
"2580","someday",2
"2581","somethin",2
"2582","something",2
"2583","Sound",2
"2584","sounds",2
"2585","spend",2
"2586","stand",2
"2587","Stop",2
"2588","summertime",2
"2589","survive",2
"2590","tay",2
"2591","thank",2
"2592","THINK",2
"2593","Tick",2
"2594","Tiggy",2
"2595","TIME",2
"2596","tock",2
"2597","tok",2
"2598","too",2
"2599","top",2
"2600","try",2
"2601","twice",2
"2602","Um",2
"2603","understand",2
"2604","unfair",2
"2605","Ure",2
"2606","walk",2
"2607","Wanna",2
"2608","WANNA",2
"2609","wassup",2
"2610","WE",2
"2611","welcome",2
"2612","Welcome",2
"2613","Well",2
"2614","whole",2
"2615","wonderful",2
"2616","woogie",2
"2617","wreck",2
"2618","ye",2
"2619","YEAH",2
"2620","yeh",2
"2621","Yeh",2
"2622","yoo",2
"2623","York",2
"2624","yours",2
"2625","가로수",2
"2626","가방",2
"2627","가보",2
"2628","가십",2
"2629","가족",2
"2630","가혹하",2
"2631","각자",2
"2632","간단",2
"2633","간신히",2
"2634","간절",2
"2635","갈림길",2
"2636","감귤",2
"2637","감성",2
"2638","감옥",2
"2639","강이",2
"2640","거든",2
"2641","거룩",2
"2642","거북이",2
"2643","거짓되",2
"2644","거칠",2
"2645","건너서",2
"2646","걸치",2
"2647","게이트",2
"2648","게임",2
"2649","겨우",2
"2650","결말",2
"2651","결혼하",2
"2652","경험",2
"2653","곁눈",2
"2654","계란",2
"2655","고독",2
"2656","고생하",2
"2657","고요한",2
"2658","고인",2
"2659","고작",2
"2660","고정",2
"2661","고집",2
"2662","고해",2
"2663","공놀이",2
"2664","과거",2
"2665","과하",2
"2666","관하",2
"2667","광화문",2
"2668","괜스레",2
"2669","괜시리",2
"2670","구려",2
"2671","구요",2
"2672","구차하",2
"2673","군요",2
"2674","굳어지",2
"2675","굴러가",2
"2676","굴러먹",2
"2677","귀찮",2
"2678","귀하",2
"2679","그까짓",2
"2680","그년",2
"2681","그런대로",2
"2682","그제",2
"2683","그제야",2
"2684","근사",2
"2685","글쎄요",2
"2686","금금",2
"2687","기가",2
"2688","기간",2
"2689","기나길",2
"2690","기리",2
"2691","기약",2
"2692","기에",2
"2693","기차",2
"2694","길기",2
"2695","길마",2
"2696","깊숙히",2
"2697","까칠",2
"2698","깜빡",2
"2699","깨어나",2
"2700","깨어지",2
"2701","껍데기",2
"2702","꼬리",2
"2703","꼬박",2
"2704","꼬이",2
"2705","꽃반지",2
"2706","꾹꾹",2
"2707","꿈결",2
"2708","끄러",2
"2709","끊기",2
"2710","끌어당기",2
"2711","끔찍하",2
"2712","끝없",2
"2713","끼리끼리",2
"2714","끼이",2
"2715","ㄴ대요",2
"2716","ㄴ들",2
"2717","나그네",2
"2718","나두",2
"2719","나름",2
"2720","나지막",2
"2721","나지막이",2
"2722","나침반",2
"2723","나한",2
"2724","나흘",2
"2725","낙타",2
"2726","난생",2
"2727","날렵",2
"2728","날아오",2
"2729","날인",2
"2730","남고",2
"2731","남짓",2
"2732","남포동",2
"2733","낮추",2
"2734","낯익",2
"2735","내려놓",2
"2736","내려오",2
"2737","내뱉",2
"2738","내보",2
"2739","내생",2
"2740","내서",2
"2741","내지",2
"2742","냄새",2
"2743","너랑나랑",2
"2744","너무너무",2
"2745","너이",2
"2746","너희",2
"2747","넘보",2
"2748","넘어가",2
"2749","노랫",2
"2750","노랫소리",2
"2751","녹아내리",2
"2752","놔두",2
"2753","눈동자",2
"2754","눈뜨",2
"2755","눈매",2
"2756","눈초리",2
"2757","는가",2
"2758","는다고",2
"2759","는다는",2
"2760","는다면",2
"2761","다네",2
"2762","다니까",2
"2763","다면서",2
"2764","다우니",2
"2765","다이아",2
"2766","다정하",2
"2767","다지",2
"2768","다투",2
"2769","다툼",2
"2770","다하",2
"2771","다행",2
"2772","단념하",2
"2773","단단히",2
"2774","단서",2
"2775","단점",2
"2776","달아나",2
"2777","담그",2
"2778","담담",2
"2779","담벼락",2
"2780","담지",2
"2781","대지",2
"2782","대화",2
"2783","도도",2
"2784","도움",2
"2785","도저히",2
"2786","도착하",2
"2787","독해",2
"2788","돌려",2
"2789","돌려보",2
"2790","동생",2
"2791","동해",2
"2792","동해안",2
"2793","되뇌이",2
"2794","되돌",2
"2795","되레",2
"2796","두껍",2
"2797","두루루",2
"2798","두리",2
"2799","두세",2
"2800","두진",2
"2801","뒤돌아보",2
"2802","뒤척거리",2
"2803","뒷걸음",2
"2804","드나",2
"2805","드라마",2
"2806","드릴",2
"2807","들이",2
"2808","따듯",2
"2809","땅바닥",2
"2810","떠가",2
"2811","떠내려가",2
"2812","떠들",2
"2813","떠먹",2
"2814","떠보",2
"2815","떡하",2
"2816","떨치",2
"2817","똑똑똑",2
"2818","뚜욱",2
"2819","뛰어가",2
"2820","뜬구름",2
"2821","뜬금없이",2
"2822","ㄹ러",2
"2823","래요",2
"2824","려는지",2
"2825","로부터",2
"2826","리드하",2
"2827","리슨",2
"2828","마음대로",2
"2829","마침",2
"2830","막상",2
"2831","만화책",2
"2832","말고",2
"2833","말기",2
"2834","맘일",2
"2835","매듭",2
"2836","매번",2
"2837","맨날",2
"2838","맹세",2
"2839","머금",2
"2840","머나멀",2
"2841","머리부",2
"2842","먹먹",2
"2843","먹히",2
"2844","먼저하",2
"2845","멀미",2
"2846","메꾸",2
"2847","명예",2
"2848","모닥불",2
"2849","모래사장",2
"2850","모래성",2
"2851","모래시계",2
"2852","모처럼",2
"2853","목마르",2
"2854","몰리",2
"2855","몹시",2
"2856","못살",2
"2857","무수",2
"2858","무지갯빛",2
"2859","묻히",2
"2860","물개",2
"2861","물거품",2
"2862","물고",2
"2863","물기",2
"2864","물들이",2
"2865","물레",2
"2866","물론",2
"2867","뮤직",2
"2868","미끈",2
"2869","믿기",2
"2870","밀어붙이",2
"2871","바삭",2
"2872","바퀴",2
"2873","반딧불",2
"2874","반응",2
"2875","반짝",2
"2876","반짝거리",2
"2877","반짝반짝",2
"2878","반할",2
"2879","받아들이",2
"2880","발길",2
"2881","발린",2
"2882","밟히",2
"2883","밤바다",2
"2884","배가",2
"2885","배고프",2
"2886","배낭",2
"2887","배신감",2
"2888","백사장",2
"2889","베이비",2
"2890","변함없이",2
"2891","별자리",2
"2892","별짓",2
"2893","보고",2
"2894","보석",2
"2895","보태",2
"2896","부글거리",2
"2897","부끄럼",2
"2898","부딪치",2
"2899","부르기",2
"2900","부셔",2
"2901","분만",2
"2902","분수대",2
"2903","분주하",2
"2904","분하",2
"2905","불면증",2
"2906","불안",2
"2907","붉어지",2
"2908","붙이",2
"2909","비켜나",2
"2910","비틀비틀",2
"2911","빈틈",2
"2912","빗방울",2
"2913","빗소리",2
"2914","빗속",2
"2915","빙글",2
"2916","빠져들",2
"2917","빡빡",2
"2918","빼앗",2
"2919","뿌옇",2
"2920","삐걱거리",2
"2921","삐지",2
"2922","사고",2
"2923","사라",2
"2924","사연",2
"2925","사주",2
"2926","사회",2
"2927","사흘",2
"2928","산책하",2
"2929","살수",2
"2930","살지",2
"2931","상태",2
"2932","상하",2
"2933","새로움",2
"2934","새우등",2
"2935","생선",2
"2936","샴푸",2
"2937","서랍",2
"2938","서러움",2
"2939","서성거리",2
"2940","선생",2
"2941","선선",2
"2942","선택",2
"2943","선하",2
"2944","세계",2
"2945","세상일",2
"2946","세우",2
"2947","소금",2
"2948","소름",2
"2949","소문",2
"2950","소설",2
"2951","속눈썹",2
"2952","속세",2
"2953","손꼽",2
"2954","손발",2
"2955","솔로",2
"2956","수록",2
"2957","수화기",2
"2958","숙제",2
"2959","순간순간",2
"2960","순진",2
"2961","술래",2
"2962","술안주",2
"2963","술잔",2
"2964","숨쉬기",2
"2965","숨죽이",2
"2966","숱하",2
"2967","슈퍼",2
"2968","스르륵",2
"2969","스물",2
"2970","스타일",2
"2971","슬며시",2
"2972","시공",2
"2973","시대",2
